01-jan-2016,9.8
02-jan-2016,9.8
03-jan-2016,9.5
04-jan-2016,8.4
05-jan-2016,7.6
06-jan-2016,9.8
07-jan-2016,7.2
08-jan-2016,6
09-jan-2016,6.1
10-jan-2016,4.9
11-jan-2016,6.8
12-jan-2016,6
13-jan-2016,4.6
14-jan-2016,4.8
15-jan-2016,6.2
16-jan-2016,7.8
17-jan-2016,8.3
18-jan-2016,8.2
19-jan-2016,6.8
20-jan-2016,9.3
21-jan-2016,11
22-jan-2016,11.4
23-jan-2016,11.4
24-jan-2016,11.5
25-jan-2016,11.5
26-jan-2016,11.6
27-jan-2016,11.5
28-jan-2016,10.2
29-jan-2016,10.2
30-jan-2016,5.9
31-jan-2016,12.4
01-feb-2016,11
02-feb-2016,6.8
03-feb-2016,9
04-feb-2016,10.8
05-feb-2016,8.8
06-feb-2016,8.5
07-feb-2016,9.8
08-feb-2016,7.3
09-feb-2016,5.8
10-feb-2016,7.6
11-feb-2016,6.2
12-feb-2016,6.4
13-feb-2016,5.6
14-feb-2016,6.7
15-feb-2016,7.3
16-feb-2016,9.1
17-feb-2016,6.2
18-feb-2016,7.1
19-feb-2016,11.1
20-feb-2016,12.4
21-feb-2016,12
22-feb-2016,7.2
23-feb-2016,7.8
24-feb-2016,7.2
25-feb-2016,6.7
26-feb-2016,5.8
27-feb-2016,6.3
28-feb-2016,7.4
29-feb-2016,9.9
01-mar-2016,11.6
02-mar-2016,8.6
03-mar-2016,7.9
04-mar-2016,7.4
05-mar-2016,7.6
06-mar-2016,4.3
07-mar-2016,8.3
08-mar-2016,9.8
09-mar-2016,8.9
10-mar-2016,9.7
11-mar-2016,11
12-mar-2016,11.3
13-mar-2016,12.4
14-mar-2016,8.7
15-mar-2016,8.3
16-mar-2016,11.7
17-mar-2016,7.9
18-mar-2016,9.7
19-mar-2016,6.8
20-mar-2016,7.2
21-mar-2016,8.5
22-mar-2016,6.6
23-mar-2016,11.1
24-mar-2016,11
25-mar-2016,11.2
26-mar-2016,8.9
27-mar-2016,9.4
28-mar-2016,9.4
29-mar-2016,7.7
30-mar-2016,10.3
31-mar-2016,10.2
01-apr-2016,9.5
02-apr-2016,9
03-apr-2016,11.5
04-apr-2016,13.4
05-apr-2016,12
06-apr-2016,7.9
07-apr-2016,10
08-apr-2016,9.8
09-apr-2016,7.5
10-apr-2016,8.1
11-apr-2016,11.3
12-apr-2016,11.4
13-apr-2016,11.8
14-apr-2016,12.6
15-apr-2016,11
16-apr-2016,9.7
17-apr-2016,9.5
18-apr-2016,11.4
19-apr-2016,13.1
20-apr-2016,12.8
21-apr-2016,12.4
22-apr-2016,9.5
23-apr-2016,12.7
24-apr-2016,10.1
25-apr-2016,13.5
26-apr-2016,10.3
27-apr-2016,10
28-apr-2016,11.8
29-apr-2016,9.8
30-apr-2016,12.2
01-may-2016,13.8
02-may-2016,12.4
03-may-2016,12.9
04-may-2016,12.3
05-may-2016,14.2
06-may-2016,16.3
07-may-2016,10.7
08-may-2016,15.2
09-may-2016,14.5
10-may-2016,17.7
11-may-2016,18.7
12-may-2016,20.4
13-may-2016,21.5
14-may-2016,13.4
15-may-2016,16.6
16-may-2016,15.7
17-may-2016,15.7
18-may-2016,15.2
19-may-2016,17.3
20-may-2016,12.5
21-may-2016,15.3
22-may-2016,15.6
23-may-2016,14.6
24-may-2016,14.5
25-may-2016,13.6
26-may-2016,13.2
27-may-2016,15
28-may-2016,16.4
29-may-2016,19.6
30-may-2016,21.2
31-may-2016,21.7
01-jun-2016,22.4
02-jun-2016,19.7
03-jun-2016,17.3
04-jun-2016,19.2
05-jun-2016,17.4
06-jun-2016,17.9
